ensembl_gene_id	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06
ENSG00000047648	2	0	1	2	3	1
ENSG00000047662	5	4	0	0	0	0
ENSG00000047849	7539	8745	6844	11595	7714	9196
ENSG00000047932	902	628	1254	1229	1091	944
ENSG00000047936	23	13	5	11	4	6
ENSG00000048028	319	272	320	473	343	349
ENSG00000048052	60	46	69	301	208	167
ENSG00000048140	1160	1546	578	1362	788	1377
ENSG00000048162	644	804	420	739	413	778
ENSG00000048342	76	81	89	127	80	141
ENSG00000048392	216	175	418	271	274	195
ENSG00000048405	198	189	333	387	293	278
ENSG00000048462	0	0	0	0	0	1
ENSG00000048471	583	635	534	912	472	693
ENSG00000048540	0	0	0	2	1	0
ENSG00000048544	852	938	705	898	612	883
ENSG00000048545	0	0	0	0	0	0
ENSG00000048649	718	663	871	822	660	695
ENSG00000048707	550	487	652	913	592	587
ENSG00000048740	1	3	0	0	0	1
ENSG00000048828	2525	2914	3112	5678	3121	3799
ENSG00000048991	421	455	567	462	312	318
ENSG00000049089	9	2	1	2	0	0
ENSG00000049130	245	216	558	643	493	470
ENSG00000049167	90	105	144	157	87	128
ENSG00000049192	397	345	598	875	599	672
ENSG00000049239	600	759	754	932	508	700
ENSG00000049245	1460	1515	1685	2118	1681	1897
ENSG00000049246	298	279	390	639	424	429
ENSG00000049247	0	0	0	0	0	1
ENSG00000049249	0	0	0	1	2	0
ENSG00000049283	0	0	0	0	1	1
ENSG00000049323	497	503	528	440	256	229
ENSG00000049449	1043	1126	948	1414	944	1246
ENSG00000049540	315	408	197	24	7	6
ENSG00000049541	716	969	627	1064	714	1184
ENSG00000049618	863	1124	898	2087	1195	1338
ENSG00000049656	1748	2413	1360	4423	2091	3303
ENSG00000049759	193	291	283	843	556	799
ENSG00000049768	2	4	1	3	0	1
ENSG00000049769	46	82	40	172	77	108
ENSG00000049860	1213	1414	1374	2617	2171	2745
ENSG00000049883	127	139	161	165	133	161
ENSG00000050030	0	1	0	0	0	0
ENSG00000050130	445	450	565	739	524	575
ENSG00000050165	9693	11891	9595	24418	16584	21414
ENSG00000050327	27	35	18	18	20	39
ENSG00000050344	21	14	26	20	8	20
ENSG00000050393	409	423	506	560	491	578
ENSG00000050405	2133	1912	2983	3996	3355	3670
ENSG00000050426	171	255	228	363	231	307
ENSG00000050438	199	144	228	472	350	330
ENSG00000050555	4	1	0	0	2	0
ENSG00000050628	0	0	1	0	0	0
ENSG00000050730	1	1	1	0	0	0
ENSG00000050748	341	410	471	716	530	592
ENSG00000050767	0	0	4	3	2	1
ENSG00000050820	1364	1871	1164	3854	1715	2639
ENSG00000051009	228	278	162	417	218	321
ENSG00000051108	1520	1789	1461	2439	1533	1696
ENSG00000051128	788	968	573	1192	750	1149
ENSG00000051180	498	513	484	751	425	676
ENSG00000051341	162	135	324	400	287	313
ENSG00000051382	181	128	209	301	277	269
ENSG00000051523	1790	2842	946	3037	1152	2594
ENSG00000051596	112	156	93	162	78	211
ENSG00000051620	376	529	287	381	259	427
ENSG00000051825	166	157	297	291	195	222
ENSG00000052126	284	256	310	351	240	280
ENSG00000052344	0	0	0	0	2	0
ENSG00000052723	196	158	280	288	253	238
ENSG00000052749	547	707	482	862	534	725
ENSG00000052795	227	229	304	432	347	357
ENSG00000052802	1490	1229	2642	2623	2623	2241
ENSG00000052841	598	630	744	1275	934	1000
ENSG00000052850	17	36	24	9	8	4
ENSG00000053108	0	2	0	2	1	1
ENSG00000053254	672	778	856	1341	977	994
ENSG00000053328	0	0	5	0	0	1
ENSG00000053371	589	784	385	948	436	889
ENSG00000053372	1231	1488	786	1278	933	1672
ENSG00000053438	0	0	0	0	0	0
ENSG00000053501	298	489	205	393	245	500
ENSG00000053524	1	0	1	1	1	0
ENSG00000053702	2	0	0	0	0	0
ENSG00000053747	25	29	24	38	24	30
ENSG00000053770	313	307	384	442	369	396
ENSG00000053900	196	209	273	255	256	206
ENSG00000053918	1	0	0	2	0	0
ENSG00000054116	826	978	840	1048	847	1157
ENSG00000054118	1485	1407	1656	2110	1507	2004
ENSG00000054148	1213	2024	787	1754	858	1940
ENSG00000054179	1	0	0	0	1	0
ENSG00000054219	0	0	0	4	1	0
ENSG00000054267	367	326	604	538	479	400
ENSG00000054277	192	219	204	387	328	290
ENSG00000054282	262	250	316	356	256	391
ENSG00000054356	3	3	0	0	1	0
ENSG00000054392	125	113	117	231	179	246
ENSG00000054523	872	686	970	1249	937	885
ENSG00000054598	130	99	171	242	188	197
ENSG00000054611	418	486	414	737	345	526
ENSG00000054654	226	216	420	395	261	374
ENSG00000054690	6	5	1	2	0	0
ENSG00000054793	615	661	577	1481	859	850
ENSG00000054796	0	0	0	0	0	0
ENSG00000054803	0	0	0	2	1	0
ENSG00000054938	0	0	0	0	0	1
ENSG00000054965	1014	1242	1124	1784	1165	1313
ENSG00000054967	74	121	92	299	148	305
ENSG00000054983	131	96	192	100	80	63
ENSG00000055044	1054	1089	1160	785	592	874
ENSG00000055070	2779	3745	2532	5518	3275	4620
ENSG00000055118	1	2	1	1	1	2
ENSG00000055130	1023	1100	1129	1367	1034	1315
ENSG00000055147	290	327	363	427	358	431
ENSG00000055163	209	228	144	56	21	35
ENSG00000055208	649	681	766	1105	856	942
ENSG00000055211	510	538	548	602	580	719
ENSG00000055332	558	502	1050	645	626	501
ENSG00000055483	984	1057	921	2049	1203	1562
ENSG00000055609	452	401	515	751	527	463
ENSG00000055732	39	43	50	83	93	77
ENSG00000055813	124	163	148	558	313	394
ENSG00000055917	1279	1055	2216	977	770	717
ENSG00000055950	872	1402	604	1556	827	1726
ENSG00000055955	3	1	1	1	0	0
ENSG00000055957	0	1	0	0	0	0
ENSG00000056050	258	323	309	373	347	465
ENSG00000056097	1243	1217	1551	1817	1368	1441
ENSG00000056277	22	41	56	46	26	34
ENSG00000056291	0	0	0	0	1	0
ENSG00000056487	2	0	0	0	0	0
ENSG00000056558	49	85	57	98	46	68
ENSG00000056586	493	398	648	997	830	710
ENSG00000056736	0	0	0	5	0	1
ENSG00000056972	434	595	326	595	324	468
ENSG00000056998	0	0	0	0	0	0
ENSG00000057019	592	673	1041	2028	1439	1548
ENSG00000057149	0	0	0	0	0	0
ENSG00000057252	162	157	227	358	267	293
ENSG00000057294	0	1	0	1	1	0
ENSG00000057468	0	0	0	1	0	0
ENSG00000057593	1	0	0	0	0	0
ENSG00000057608	4062	3736	3828	4318	3167	3846
ENSG00000057657	716	842	593	879	536	541
ENSG00000057663	481	496	515	587	535	636
ENSG00000057704	0	1	0	0	0	0
ENSG00000057757	295	366	426	546	364	576
ENSG00000057935	260	296	254	213	177	195
ENSG00000058056	372	377	487	731	439	581
ENSG00000058063	388	348	687	763	590	566
ENSG00000058085	67	92	102	256	197	363
ENSG00000058091	392	363	428	709	560	545
ENSG00000058262	8376	10409	7294	16848	10084	13369
ENSG00000058272	1391	1120	2112	2279	1901	1656
ENSG00000058335	4	14	1	9	3	7
ENSG00000058404	0	1	0	1	0	0
ENSG00000058453	186	240	199	267	166	217
ENSG00000058600	406	476	388	606	331	449
ENSG00000058668	4099	3508	4225	7141	4527	4390
ENSG00000058673	1	2	3	0	2	1
ENSG00000058729	514	470	630	833	572	645
ENSG00000058799	254	228	140	295	208	233
ENSG00000058804	358	315	599	626	556	507
ENSG00000058866	0	2	0	4	0	0
ENSG00000059122	564	838	512	1075	506	797
ENSG00000059145	176	226	209	450	196	330
ENSG00000059377	1	1	1	1	2	1
ENSG00000059378	104	126	173	234	120	154
ENSG00000059573	1729	1780	1655	2973	1818	2307
ENSG00000059588	103	102	149	175	122	131
ENSG00000059691	453	645	406	627	434	669
ENSG00000059728	62	92	94	59	57	49
ENSG00000059758	259	230	518	573	402	461
ENSG00000059769	131	132	210	168	157	163
ENSG00000059804	337	358	224	327	189	247
ENSG00000059915	4	2	3	5	0	1
ENSG00000060069	265	294	232	535	309	406
ENSG00000060138	1253	2029	989	1806	1065	1940
ENSG00000060140	7	17	32	19	14	25
ENSG00000060237	1219	1297	1623	2400	1736	1707
ENSG00000060303	0	1	1	2	1	0
ENSG00000060339	1018	1044	1254	1516	1079	1136
ENSG00000060491	515	855	542	1040	685	934
ENSG00000060558	0	0	2	1	0	0
ENSG00000060566	1	0	0	1	1	0
ENSG00000060642	131	150	154	197	123	167
ENSG00000060656	477	735	357	102	44	50
ENSG00000060688	442	508	502	885	527	872
ENSG00000060709	0	0	0	3	0	1
ENSG00000060718	2114	2029	2567	7059	4096	4361
ENSG00000060749	546	428	853	831	785	691
ENSG00000060762	259	301	201	305	219	391
ENSG00000060971	562	827	356	676	357	704
ENSG00000060982	1421	1105	1957	1421	1287	1038
ENSG00000061273	1350	2111	1254	3204	1608	2404
ENSG00000061337	21	26	42	16	16	33
ENSG00000061455	10	2	9	19	9	15
ENSG00000061492	0	0	0	1	0	0
ENSG00000061656	50	46	29	15	7	13
ENSG00000061676	2779	2500	4136	2389	1915	1728
ENSG00000061794	677	684	825	869	752	906
ENSG00000061918	45	70	91	147	114	130
ENSG00000061936	381	590	399	794	435	607
ENSG00000061938	332	649	342	1054	597	853
ENSG00000061987	448	436	675	731	651	585
ENSG00000062038	0	0	0	10	5	2
ENSG00000062096	0	0	1	0	0	0
ENSG00000062194	570	500	695	787	675	732
ENSG00000062282	16	37	19	7	5	0
ENSG00000062370	58	43	111	74	43	69
ENSG00000062485	1126	1586	996	2243	1255	1908
ENSG00000062524	114	160	130	10	9	5
ENSG00000062582	8	29	34	41	27	29
ENSG00000062598	438	512	433	884	544	739
ENSG00000062650	811	668	1084	1064	979	912
ENSG00000062716	1565	1517	2283	2457	2073	2251
ENSG00000062725	628	555	795	741	571	561
ENSG00000062822	563	979	578	1555	608	1191
ENSG00000063015	3	2	0	0	1	2
ENSG00000063046	2550	2574	2131	3122	1687	2267
ENSG00000063127	1	4	8	9	11	4
ENSG00000063169	100	100	127	244	142	184
ENSG00000063176	159	296	110	398	197	326
ENSG00000063177	9298	14682	4848	10771	5847	13567
ENSG00000063180	33	46	23	71	51	52
ENSG00000063241	820	1233	374	1185	573	1195
ENSG00000063244	2646	4444	2519	6974	3734	6689
ENSG00000063245	1663	2385	1262	4813	2016	3432
ENSG00000063322	731	969	516	1080	598	1000
ENSG00000063438	9	7	5	26	24	12
ENSG00000063515	0	0	0	0	0	0
ENSG00000063587	370	350	294	633	343	461
ENSG00000063601	407	456	485	870	575	676
ENSG00000063660	2537	3448	2421	3365	1517	2159
ENSG00000063761	71	128	100	267	109	177
ENSG00000063854	269	404	246	670	332	575
ENSG00000063978	852	1131	1029	1577	1066	1299
ENSG00000064012	139	148	185	84	64	62
ENSG00000064042	797	754	1029	2205	1678	1765
ENSG00000064102	634	579	639	849	619	669
ENSG00000064115	507	629	599	1003	782	861
ENSG00000064195	0	0	0	0	1	2
ENSG00000064199	74	113	131	128	148	188
ENSG00000064201	0	0	0	1	0	0
ENSG00000064205	8	8	3	10	8	19
ENSG00000064218	1	0	0	0	0	2
ENSG00000064225	3	1	3	31	26	38
ENSG00000064270	0	0	0	2	0	0
ENSG00000064300	1	0	0	6	8	5
ENSG00000064309	28	19	19	30	16	24
ENSG00000064313	360	308	564	613	483	528
ENSG00000064393	207	285	271	470	268	232
ENSG00000064419	1243	1318	1034	1527	1005	1263
ENSG00000064489	1	0	0	0	0	0
ENSG00000064490	819	1092	375	920	465	1016
ENSG00000064545	254	411	188	568	273	558
ENSG00000064547	27	36	33	61	42	26
ENSG00000064601	2264	3349	1733	4557	2363	3696
ENSG00000064607	786	824	915	1562	946	1238
ENSG00000064651	276	222	442	409	338	275
ENSG00000064652	198	187	199	245	198	265
ENSG00000064655	0	0	0	0	0	0
ENSG00000064666	5775	6510	4518	11716	6171	10036
ENSG00000064687	43	49	18	117	75	111
ENSG00000064692	59	54	32	90	45	86
ENSG00000064703	349	324	461	503	382	416
ENSG00000064726	698	647	1057	1228	1004	1003
ENSG00000064763	96	123	122	223	189	214
ENSG00000064787	0	0	1	3	1	1
ENSG00000064835	0	0	0	0	0	0
ENSG00000064886	0	3	0	0	0	0
ENSG00000064932	543	674	479	1021	425	730
ENSG00000064933	123	113	244	115	134	119
ENSG00000064961	1030	1760	895	1581	946	1687
ENSG00000064989	14	14	20	7	3	2
ENSG00000064995	234	289	295	367	251	328
ENSG00000064999	213	233	165	391	157	263
ENSG00000065000	3280	3708	2585	6327	3158	4327
ENSG00000065029	311	486	288	671	328	592
ENSG00000065054	3205	5130	2125	5144	2079	4490
ENSG00000065057	160	225	104	211	105	299
ENSG00000065060	246	300	308	342	227	244
ENSG00000065135	1983	2071	2056	2456	1976	2220
ENSG00000065150	4027	3773	4991	7235	5129	5769
ENSG00000065154	1932	1778	2090	2511	1780	2319
ENSG00000065183	421	414	475	694	479	530
ENSG00000065243	424	368	806	712	588	591
ENSG00000065268	676	931	347	802	364	679
ENSG00000065308	5450	5684	6338	9626	6304	6757
ENSG00000065320	1	1	1	0	0	1
ENSG00000065325	0	2	0	1	0	0
ENSG00000065328	326	294	483	704	445	721
ENSG00000065357	906	1036	858	1251	666	1001
ENSG00000065361	88	107	104	250	172	215
ENSG00000065371	0	0	0	0	0	0
ENSG00000065413	171	166	217	159	93	75
ENSG00000065427	2737	3495	2066	3053	1949	2825
ENSG00000065457	223	288	250	552	317	388
ENSG00000065485	746	830	542	853	462	715
ENSG00000065491	223	258	233	402	235	330
ENSG00000065518	1105	1764	999	1354	1051	1999
ENSG00000065526	1028	962	1170	2339	1520	1721
ENSG00000065534	4553	4861	4819	11627	7116	7523
ENSG00000065548	966	981	988	586	528	566
ENSG00000065559	298	240	340	462	350	394
ENSG00000065600	70	84	86	118	92	154
ENSG00000065609	0	0	0	1	0	1
ENSG00000065613	1010	964	1319	1259	1251	1142
ENSG00000065615	118	112	156	257	201	216
ENSG00000065618	2	7	3	4	0	3
ENSG00000065621	70	76	42	132	57	116
ENSG00000065665	76	84	100	118	85	112
ENSG00000065675	0	0	1	2	0	0
ENSG00000065717	13	23	7	3	2	5
ENSG00000065802	868	1034	869	1319	705	1088
ENSG00000065809	589	627	669	863	665	763
ENSG00000065833	393	392	516	657	546	582
ENSG00000065882	1033	1191	957	1824	1268	1497
ENSG00000065883	448	405	595	850	633	589
ENSG00000065911	2101	2097	2314	1518	1117	1277
ENSG00000065923	361	335	432	649	433	455
ENSG00000065970	584	555	549	1128	655	808
ENSG00000065978	10399	14914	5321	11772	6179	13516
ENSG00000065989	184	246	169	358	225	221
ENSG00000066027	186	158	270	208	214	201
ENSG00000066032	2	0	0	2	0	3
ENSG00000066044	845	1141	1160	2372	1292	1843
ENSG00000066056	7	26	11	27	6	20
ENSG00000066084	485	468	499	914	593	604
ENSG00000066117	800	1113	689	1185	682	969
ENSG00000066135	237	272	324	485	282	292
ENSG00000066136	305	413	301	451	266	404
ENSG00000066185	0	0	0	0	0	1
ENSG00000066230	0	3	3	9	5	3
ENSG00000066248	0	2	0	2	0	1
ENSG00000066279	1028	851	2142	1501	1464	1318
ENSG00000066294	0	0	0	0	1	0
ENSG00000066322	1572	2370	1229	2932	1618	2760
ENSG00000066336	1	1	1	2	1	0
ENSG00000066379	190	228	77	262	115	241
ENSG00000066382	0	0	0	1	1	0
ENSG00000066405	0	0	0	0	0	0
ENSG00000066422	308	232	533	486	386	350
ENSG00000066427	105	111	168	165	146	139
ENSG00000066455	763	702	855	1082	946	976
ENSG00000066468	1	0	0	0	0	0
ENSG00000066557	198	169	372	315	267	237
ENSG00000066583	130	144	156	130	95	114
ENSG00000066629	952	996	1037	1215	775	954
ENSG00000066651	100	108	154	210	161	218
ENSG00000066654	249	236	383	458	421	356
ENSG00000066697	863	985	894	1006	836	1078
ENSG00000066735	0	1	0	2	0	2
ENSG00000066739	441	317	481	737	520	429
ENSG00000066777	612	456	914	895	760	631
ENSG00000066813	1	0	0	0	0	0
ENSG00000066827	148	189	112	218	136	221
ENSG00000066855	404	424	459	438	381	461
ENSG00000066923	0	0	0	0	1	0
ENSG00000066926	384	427	315	607	423	518
ENSG00000066933	505	363	516	688	503	459
ENSG00000067048	777	634	1067	1164	956	946
ENSG00000067057	4256	5982	3499	7996	4058	6778
ENSG00000067064	1784	1840	2438	3218	2447	2730
ENSG00000067066	739	680	1022	633	534	598
ENSG00000067082	1707	1587	2216	2695	2018	2004
ENSG00000067113	210	254	222	292	187	267
ENSG00000067141	31	24	44	47	49	37
ENSG00000067167	2264	2056	3031	3025	3227	2874
ENSG00000067177	0	0	0	0	1	0
ENSG00000067182	1540	2180	1341	2514	1372	2034
ENSG00000067191	90	103	77	200	117	103
ENSG00000067208	149	130	215	285	232	194
ENSG00000067221	322	427	222	698	315	514
ENSG00000067225	30146	44631	21966	66746	36394	61885
ENSG00000067248	553	550	942	814	707	769
ENSG00000067334	1095	992	1169	891	907	1049
ENSG00000067365	466	520	237	562	272	487
ENSG00000067369	782	879	973	1590	1027	1061
ENSG00000067445	97	166	101	4	0	0
ENSG00000067533	248	245	430	367	362	345
ENSG00000067560	8407	10303	8177	13302	9686	12091
ENSG00000067596	752	830	784	1195	770	843
ENSG00000067601	11	16	1	15	15	22
ENSG00000067606	5	13	9	20	5	13
ENSG00000067646	195	188	364	302	251	243
ENSG00000067704	985	883	1253	1628	1225	1323
ENSG00000067715	41	28	42	67	47	65
ENSG00000067798	455	335	648	1111	820	744
ENSG00000067829	1053	1428	655	1715	818	1493
ENSG00000067836	111	186	83	233	113	183
ENSG00000067840	52	58	28	18	1	6
ENSG00000067842	0	0	2	1	5	0
ENSG00000067900	818	646	1166	1389	1227	1102
ENSG00000067955	395	392	529	785	728	762
ENSG00000067992	27	14	19	88	62	56
ENSG00000068001	292	516	306	689	338	602
ENSG00000068024	146	174	147	179	73	100
ENSG00000068028	1001	1122	951	1615	897	1470
ENSG00000068078	11	10	4	42	26	41
ENSG00000068079	264	450	268	390	284	475
ENSG00000068097	335	331	352	484	330	437
ENSG00000068120	658	974	461	1034	575	880
ENSG00000068137	93	152	140	352	199	259
ENSG00000068305	601	564	685	956	674	634
ENSG00000068308	934	1244	751	1629	973	1336
ENSG00000068323	1578	2246	1591	2965	1673	2410
ENSG00000068354	222	285	171	367	206	382
ENSG00000068366	1717	1358	2410	2642	2278	2107
ENSG00000068383	672	714	720	1828	1028	1445
ENSG00000068394	428	793	300	673	329	721
ENSG00000068400	371	444	420	562	326	529
ENSG00000068438	1233	1602	896	1742	948	1613
ENSG00000068489	791	837	865	834	617	860
ENSG00000068615	0	1	0	0	0	0
ENSG00000068650	317	347	394	973	501	589
ENSG00000068654	942	1147	1004	996	571	664
ENSG00000068697	3211	3590	3218	3258	1900	2538
ENSG00000068724	521	682	496	455	233	344
ENSG00000068745	532	646	604	813	484	733
ENSG00000068781	0	0	0	0	0	0
ENSG00000068784	234	208	352	165	147	175
ENSG00000068796	339	322	601	566	541	449
ENSG00000068831	0	0	0	0	0	1
ENSG00000068878	2178	1918	2485	1545	1101	1000
ENSG00000068885	70	54	138	106	130	91
ENSG00000068903	663	972	410	852	502	948
ENSG00000068912	898	812	1164	710	533	599
ENSG00000068971	303	414	248	546	306	474
ENSG00000068976	1	2	5	4	2	2
ENSG00000068985	1	4	8	8	8	7
ENSG00000069011	502	777	403	1143	553	873
ENSG00000069018	0	1	0	0	1	0
ENSG00000069020	105	107	112	132	84	87
ENSG00000069122	0	0	1	2	3	0
ENSG00000069188	0	0	0	3	2	0
ENSG00000069206	0	0	0	0	0	0
ENSG00000069248	474	385	730	822	627	625
ENSG00000069275	4991	5165	6166	7426	6064	6486
ENSG00000069329	1496	1506	1625	1852	1533	1606
ENSG00000069345	786	805	1166	1486	1084	1329
ENSG00000069399	96	197	111	250	100	157
ENSG00000069424	122	157	138	423	183	301
ENSG00000069431	168	180	358	637	515	541
ENSG00000069482	3	1	0	2	0	0
ENSG00000069493	27	28	20	39	39	25
ENSG00000069509	85	114	146	138	115	164
ENSG00000069535	2	0	0	1	0	0
ENSG00000069667	18	22	14	37	23	18
ENSG00000069696	3	0	2	3	0	0
ENSG00000069702	57	63	134	76	81	75
ENSG00000069764	0	0	0	0	0	0
ENSG00000069812	2	5	1	0	2	1
ENSG00000069849	1879	2411	1726	3011	1966	2997
ENSG00000069869	832	764	1156	1277	1060	1106
ENSG00000069943	101	84	119	101	92	122
ENSG00000069956	696	637	927	1188	896	949
ENSG00000069966	731	956	602	1164	654	917
ENSG00000069974	169	162	202	212	204	168
ENSG00000069998	456	611	343	880	509	873
ENSG00000070010	1303	1835	839	1778	1116	1957
ENSG00000070018	476	417	518	1056	727	689
ENSG00000070019	0	0	0	0	0	1
ENSG00000070031	0	0	0	0	0	0
ENSG00000070047	532	694	598	1478	756	1333
ENSG00000070061	575	561	639	848	658	717
ENSG00000070081	1414	1407	1571	1736	1596	1901
ENSG00000070087	879	917	1164	1893	1426	1670
ENSG00000070159	0	0	1	0	0	1
ENSG00000070182	44	63	29	99	51	104
ENSG00000070190	1	0	0	0	1	3
ENSG00000070193	0	0	0	0	0	0
ENSG00000070214	622	511	851	760	660	616
ENSG00000070269	145	126	160	286	234	241
ENSG00000070366	1224	1640	936	1841	1139	1682
ENSG00000070367	768	619	1221	1072	1029	926
ENSG00000070371	329	403	350	614	336	390
ENSG00000070388	1	1	1	2	2	1
ENSG00000070404	1400	1883	946	4437	2283	3812
ENSG00000070413	734	1063	761	1817	982	1428
ENSG00000070423	347	634	263	795	390	756
ENSG00000070444	209	344	252	611	311	374
ENSG00000070476	236	286	267	470	255	337
ENSG00000070495	577	663	467	786	467	771
ENSG00000070501	154	173	124	191	168	205
ENSG00000070526	0	0	0	1	0	0
ENSG00000070540	713	767	542	900	543	691
ENSG00000070601	0	0	1	0	1	0
ENSG00000070610	271	410	363	694	374	486
ENSG00000070614	4449	5948	4151	7803	4387	5664
ENSG00000070669	11	11	15	11	14	11
ENSG00000070718	125	109	177	264	196	221
ENSG00000070729	0	0	0	0	0	0
ENSG00000070731	2	2	1	1	0	0
ENSG00000070748	0	0	0	0	0	0
ENSG00000070756	6146	8182	4559	8073	5220	7236
ENSG00000070759	33	45	13	61	29	29
ENSG00000070761	364	453	295	638	370	707
ENSG00000070770	538	541	731	976	609	696
ENSG00000070778	811	763	879	1722	1084	1070
ENSG00000070785	507	621	446	788	488	748
ENSG00000070808	14	14	15	25	19	20
ENSG00000070814	1525	2168	1228	2552	1500	2615
ENSG00000070831	2003	1952	1893	2357	1693	2401
ENSG00000070882	748	733	1154	1073	704	824
ENSG00000070886	1	1	1	0	0	0
ENSG00000070915	0	0	0	0	0	0
ENSG00000070950	479	413	620	746	573	703
ENSG00000070961	519	445	899	1787	1628	1381
ENSG00000070985	1	0	0	1	1	1
ENSG00000071051	380	544	289	421	219	309
ENSG00000071054	2488	2801	2438	1593	1042	1150
ENSG00000071073	0	0	1	0	0	0
ENSG00000071082	11162	13791	5138	4526	2497	5629
ENSG00000071127	10597	13546	7680	21660	11035	18167
ENSG00000071189	297	286	415	411	389	355
ENSG00000071203	0	0	0	0	0	0
ENSG00000071205	703	850	608	968	648	762
ENSG00000071242	543	811	504	862	471	596
ENSG00000071243	110	91	134	177	203	200
ENSG00000071246	176	249	98	199	111	132
ENSG00000071282	1098	1401	595	853	527	778
ENSG00000071462	657	1008	470	913	684	1104
ENSG00000071537	665	555	1095	1392	1212	980
ENSG00000071539	651	795	820	1203	808	1190
ENSG00000071553	1367	2073	937	2635	1366	2163
ENSG00000071564	1283	1967	1235	3281	1700	2556
ENSG00000071575	309	333	277	140	65	106
ENSG00000071626	994	1360	1225	2462	1498	2413
ENSG00000071655	1117	1786	742	2521	1204	2413
ENSG00000071677	0	0	0	1	0	0
ENSG00000071794	295	216	505	399	376	345
ENSG00000071859	2032	3174	1548	3047	1788	3122
ENSG00000071889	433	685	240	720	422	663
ENSG00000071894	1494	2052	1205	2795	1282	2003
ENSG00000071909	0	0	0	0	0	0
ENSG00000071967	2107	2087	2478	1436	974	1040
ENSG00000071991	0	1	2	0	1	0
ENSG00000071994	469	546	511	719	510	739
ENSG00000072041	32	46	90	55	50	34
ENSG00000072042	1112	1425	1246	1401	1266	1327
ENSG00000072062	1178	1492	1069	2568	1283	2042
ENSG00000072071	73	105	57	128	49	77
ENSG00000072080	0	0	0	0	0	0
ENSG00000072110	28977	33853	22533	45291	24306	36193
ENSG00000072121	720	768	686	926	544	551
ENSG00000072133	82	74	143	216	199	164
ENSG00000072134	479	563	552	826	482	640
ENSG00000072135	238	354	233	138	71	106
ENSG00000072163	1044	1248	697	1262	592	817
ENSG00000072182	0	0	0	0	1	2
ENSG00000072195	509	665	619	949	484	560
ENSG00000072201	0	6	4	1	1	3
ENSG00000072210	145	140	180	213	142	180
ENSG00000072274	3669	3460	5386	7519	5671	5970
ENSG00000072310	1015	1541	923	2217	1124	1543
ENSG00000072315	0	0	0	0	1	0
ENSG00000072364	1794	1350	2352	2483	2211	1859
ENSG00000072401	118	101	166	157	167	141
ENSG00000072415	374	364	678	710	596	552
ENSG00000072422	189	159	229	359	253	203
ENSG00000072501	1718	1881	2192	3423	2256	2802
ENSG00000072506	659	1038	417	939	514	1001
ENSG00000072518	333	357	380	764	422	633
